label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Green_Circle,166,32,65,67,68.jpg,250,251
Blue_Circle,140,144,72,67,68.jpg,250,251
Blue_Square,41,130,84,81,68.jpg,250,251
Blue_Square,45,137,79,80,69.jpg,250,251
Blue_Circle,143,145,67,64,69.jpg,250,251
Green_Circle,164,35,66,65,69.jpg,250,251
Green_Square,57,37,82,79,69.jpg,250,251
Blue_Square,45,28,81,79,7.jpg,250,251
Unidentified_Object,123,104,126,129,7.jpg,250,251
Green_Square,125,132,81,78,70.jpg,250,251
Red_Square,130,35,82,86,70.jpg,250,251
Red_Circle,39,142,69,66,70.jpg,250,251
Blue_Circle,39,32,67,65,70.jpg,250,251
Blue_Square,118,26,94,91,71.jpg,250,251
Green_Square,124,133,81,79,71.jpg,250,251
Green_Circle,45,42,67,65,71.jpg,250,251
Red_Circle,40,143,69,65,71.jpg,250,251
Blue_Circle,34,136,67,68,72.jpg,250,251
Red_Square,121,131,83,82,72.jpg,250,251
Red_Circle,139,21,67,65,72.jpg,250,251
Green_Circle,42,24,65,65,72.jpg,250,251
Red_Circle,152,37,68,64,73.jpg,250,251
Green_Square,146,137,87,88,73.jpg,250,251
Red_Square,59,21,86,83,73.jpg,250,251
Blue_Square,44,130,86,84,73.jpg,250,251
Green_Circle,141,158,70,64,74.jpg,250,251
Blue_Square,132,29,82,80,74.jpg,250,251
Blue_Circle,43,149,71,66,74.jpg,250,251
Blue_Circle,22,29,87,84,74.jpg,250,251
Blue_Square,24,28,77,77,75.jpg,250,251
Red_Circle,140,34,68,65,75.jpg,250,251
Green_Circle,134,144,66,66,75.jpg,250,251
Blue_Circle,56,132,70,67,75.jpg,250,251
Blue_Circle,132,56,69,66,76.jpg,250,251
Red_Square,52,134,93,86,76.jpg,250,251
Red_Circle,40,40,67,65,76.jpg,250,251
Red_Circle,36,32,68,64,77.jpg,250,251
Blue_Square,132,135,95,97,77.jpg,250,251
Blue_Circle,135,50,68,66,78.jpg,250,251
Red_Square,13,144,88,82,78.jpg,250,251
Blue_Square,31,24,91,93,79.jpg,250,251
Green_Circle,131,137,69,66,79.jpg,250,251
Blue_Square,41,126,82,79,8.jpg,250,251
Green_Square,24,103,100,98,80.jpg,250,251
Red_Circle,155,42,68,64,80.jpg,250,251
Blue_Square,127,136,82,78,81.jpg,250,251
Red_Square,31,28,79,77,81.jpg,250,251
Blue_Circle,38,135,67,66,82.jpg,250,251
Green_Circle,155,140,65,64,82.jpg,250,251
Red_Circle,167,135,67,66,83.jpg,250,251
Green_Square,21,134,85,82,83.jpg,250,251
Green_Circle,87,22,67,63,84.jpg,250,251
Red_Square,81,137,84,79,84.jpg,250,251
Blue_Circle,15,23,65,64,85.jpg,250,251
Green_Circle,89,21,65,66,85.jpg,250,251
Blue_Square,169,75,77,77,85.jpg,250,251
Red_Square,85,138,80,77,85.jpg,250,251
Red_Circle,16,105,65,66,85.jpg,250,251
Green_Square,122,126,82,79,86.jpg,250,251
Unidentified_Object,5,3,127,88,86.jpg,250,251
Green_Circle,107,38,69,65,87.jpg,250,251
Green_Square,21,122,79,79,87.jpg,250,251
Blue_Square,140,126,81,80,87.jpg,250,251
Unidentified_Object,135,148,71,72,88.jpg,250,251
Blue_Circle,142,59,65,65,88.jpg,250,251
Blue_Square,22,126,90,90,88.jpg,250,251
Green_Circle,48,39,67,65,88.jpg,250,251
Red_Square,88,109,109,103,89.jpg,250,251
Red_Circle,68,25,65,66,89.jpg,250,251
Red_Circle,155,30,70,65,9.jpg,250,251
Blue_Circle,130,36,69,65,90.jpg,250,251
Blue_Square,19,113,104,101,90.jpg,250,251
Green_Circle,35,36,70,66,91.jpg,250,251
Green_Square,135,128,85,81,91.jpg,250,251
Green_Square,83,118,82,79,92.jpg,250,251
Blue_Square,148,38,70,66,92.jpg,250,251
Green_Circle,27,39,65,67,92.jpg,250,251
Blue_Circle,130,35,67,64,93.jpg,250,251
Blue_Square,116,128,84,79,93.jpg,250,251
Green_Square,30,120,86,83,93.jpg,250,251
Blue_Circle,37,34,66,65,94.jpg,250,251
Red_Circle,137,35,69,65,94.jpg,250,251
Red_Square,125,132,88,82,94.jpg,250,251
Blue_Square,20,119,82,82,94.jpg,250,251
Blue_Square,22,117,80,84,95.jpg,250,251
Red_Square,127,130,89,85,95.jpg,250,251
Unidentified_Object,116,9,116,119,95.jpg,250,251
Blue_Circle,35,34,66,65,95.jpg,250,251
Blue_Circle,36,34,66,66,96.jpg,250,251
Unidentified_Object,18,134,77,78,96.jpg,250,251
Unidentified_Object,114,9,119,117,96.jpg,250,251
Red_Square,125,131,87,84,96.jpg,250,251
Green_Square,31,13,83,81,97.jpg,250,251
Blue_Circle,173,28,64,62,97.jpg,250,251
Red_Circle,110,28,63,65,97.jpg,250,251
Red_Square,122,132,103,100,97.jpg,250,251
Unidentified_Object,18,135,79,79,97.jpg,250,251
Green_Circle,52,43,63,66,98.jpg,250,251
Blue_Square,113,34,80,81,98.jpg,250,251
Unidentified_Object,90,168,74,74,98.jpg,250,251
Red_Square,117,82,103,102,99.jpg,250,251
Red_Circle,99,40,71,64,99.jpg,250,251
Green_Square,34,89,88,88,99.jpg,250,251
